,lamJ_0.8_sigJ_0.1,lamJ_0.9_sigJ_0.2,lamJ_1.0_sigJ_0.3,lamJ_1.1_sigJ_0.4,lamJ_1.2_sigJ_0.5,lamJ_1.3_sigJ_0.6,lamJ_1.4_sigJ_0.7,lamJ_1.5_sigJ_0.8,lamJ_1.6_sigJ_0.9,lamJ_1.7_sigJ_1.0
0,0.9053918013455171,0.3956196940890867,0.41438174283179097,0.35134645312628876,-0.04390881419214249,1.4386704317803014,0.45675864958135437,2.360108468491882,0.9129434449311203,-0.4677045221059448
1,0.2197912614810721,0.7376474053719237,-0.5507158565864463,-0.35710557309851954,0.08373374204650588,0.7018420864283673,-1.399937286692534,0.2240775830982175,-1.7339532429637758,0.022065066082063656
2,1.1187506559296523,-0.21747785513305026,0.6186401875902201,0.04530141325139317,0.6104852504996716,-0.17614358089170212,3.230560947036987,-0.29375368680392044,0.5958694401806205,0.24663720074448886
3,1.1750879481617365,0.3243296927520949,0.15232409902626914,0.10480776854049702,1.1936916695201036,1.1195657830643102,-1.6342818330642004,3.314100113943271,-1.8172840530102792,2.372685772735895
4,0.4547476491706852,0.7848949342879524,-0.6459055594830241,0.10477034297323408,-0.11233683392293695,0.2408298677717383,0.4823255926520877,-0.5806746780343436,-0.054548099037008566,0.2807789824206567
5,0.18717699179255254,-0.011783952481863744,-0.300630069416983,1.155686462568033,0.9658654210333316,0.13636456043705947,0.8019448516780494,1.0587950449710335,-1.4045784981091511,0.01587551980689028
6,0.8270861078737233,0.8620095253006317,0.3739541679010807,-0.08992038279018869,-0.07463013168748381,0.7142356810231273,0.23349715330965884,-0.9736819433234949,4.842827288773927,0.027904142290435086
7,0.19647563483567695,1.114195781623511,0.8281319604137407,-0.6885909348985431,0.4991329561678548,-0.2995455926561854,-0.004021255380239744,-0.22047299088842767,0.5575867897245348,-0.4900536740837911
8,0.6893399741434336,1.0187042039811427,1.3266635655011427,-1.2939736484250168,-0.929354527357952,0.23403632414666517,0.3352153525321143,0.835028545674249,1.207660914693915,-0.8274992992523441
9,0.19577896267482525,-0.07287359156379336,-0.7000077223025982,0.092011617667077,-1.198492926376451,0.08972180700351495,2.7989590546500462,-0.47231483051202994,2.299571350752197,1.0776683396115976
10,-0.03443738891119158,1.6286574445029656,1.1992368946898049,-0.13184096034118173,1.9837214552694182,0.06490096443440241,0.18159271665829255,-0.036643356373560976,2.5262174157813453,0.7011492357174915
11,0.8000229215380049,0.5846852221328755,-0.39807205822233316,0.03395988497516275,0.9986225003607018,-1.725656923127166,0.49235114647250944,0.3566684748905913,0.9146186164374388,-0.11347780174312586
12,-0.03867351200374272,0.8440845791207026,2.088339915623505,0.9006432092060198,0.15902509395506956,-0.11687634410724124,1.768313687108115,2.8595606764678694,-0.7369009122461043,-0.435292282193453
13,0.3601886367339206,0.7645084307338825,0.7835698085090289,0.9008723447742768,0.29744826479050934,-0.41174935023173687,-0.43002161782728787,-0.26991128737725156,-0.378358332534361,-0.9816894897645929
14,0.8041870577663804,-0.07561246276555875,0.3250927080783109,1.9741707715818366,-0.5242137265429493,-0.7171605302648606,0.5788439492346606,1.3185236898824986,1.4649227187793883,-0.4136035603785706
15,-0.03587154411564833,0.2616587005868691,0.9259619266746886,0.29944940676771314,0.34036982583911,0.3739565965346926,0.27867005133901024,-0.7696899366559203,-1.0786252832604661,2.352663943148535
